,MH63_germfree2,MH63_germfree3,MH63_microbiota1,MH63_microbiota3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Product,funrice,,,,
LOC4330682,3.863706272,1.052571362,24.071891,16.13279755,11.28024155,3.01010848,1.166372898,2.580742819,0.0098588,0.031073248,protein JINGUBANG,-,,,,
LOC4337625,18.35260479,11.57828498,49.29006252,43.30382501,30.63119433,1.623073449,0.629114042,2.57993518,0.009881886,0.031128362,uncharacterized LOC4337625,-,,,,
LOC107276473,0,3.157714086,12.60908576,27.17102746,10.73445683,3.692633665,1.431413675,2.579711044,0.009888302,0.031139747,pollen receptor-like kinase 5%2C transcript variant X1,-,,,,
LOC4339715,7.727412545,0,34.38841571,30.56740589,18.17080854,3.050536748,1.182638428,2.579433134,0.009896262,0.031155987,protein RADIALIS-like 3,-,,,,
LOC4343580,20.28445793,15.78857043,82.53219771,36.51106815,38.77907356,1.713356112,0.664655289,2.577811598,0.009942819,0.031271566,transcription factor MYB102,OsMYB7,,,,
LOC4332399,78.24005201,61.049139,106.6040887,196.9899491,110.7208072,1.127653182,0.437972176,2.574714202,0.010032295,0.03151731,uncharacterized LOC4332399,-,,,,
LOC4349395,69.5467129,55.78628219,132.9685408,570.5915767,207.2232781,2.489523011,0.967307507,2.573662454,0.010062839,0.031595411,ethylene-responsive transcription factor 5,-,,,,
LOC4326483,0.965926568,0,10.31652471,17.83098677,7.278359513,4.815622837,1.871826245,2.572686888,0.010091246,0.031675655,glutathione S-transferase 4,OsGST4,,,,
LOC4347274,20.28445793,24.20914133,46.99750148,73.87123091,41.34058291,1.448922269,0.563944689,2.569263081,0.010191505,0.031954271,calmodulin-like protein 1,OsCYO1,,,,
LOC4344478,219.265331,208.4091297,262.4982399,609.6499286,324.9556573,1.030526365,0.401499752,2.566692409,0.010267364,0.032160371,phytolongin Phyl1.1%2C transcript variant X2,-,,,,
LOC9268494,0,0,2.292561048,20.37827059,5.667707911,5.942658684,2.318261958,2.563411208,0.010364921,0.032429396,protein MIZU-KUSSEI 1,-,,,,
LOC4324241,30.90965018,67.36456717,111.1892108,122.2696236,82.93326293,1.25300269,0.488938252,2.562701293,0.010386136,0.032477492,myb-related protein Hv33,-,,,,
LOC4339101,664.5574788,601.0182477,1307.906078,6441.231697,2253.678375,2.614307543,1.020444656,2.561929771,0.010409236,0.032531425,U-box domain-containing protein 16,OsPUB2,,,,
LOC4327759,14.48889852,12.63085634,40.11981833,43.30382501,27.63584955,1.62083524,0.633702152,2.557724058,0.010535966,0.032867424,uncharacterized LOC4327759,-,,,,
LOC4327285,64.71708006,52.6285681,96.287564,148.5915564,90.55619215,1.064780064,0.416488101,2.55656779,0.010571047,0.032958364,pectinesterase,PME42,,,,
LOC4334992,0,5.26285681,17.19420786,34.81287893,14.3174859,3.333608612,1.305167668,2.554161197,0.010644396,0.033162658,cytochrome P450 89A2,-,,,,
LOC107281305,23.18223763,22.1039986,64.19170933,51.7947711,40.31817917,1.353105651,0.53014964,2.55230891,0.010701159,0.033321971,uncharacterized LOC107281305,-,,,,
LOC4351551,19.31853136,22.1039986,63.04542881,47.54929805,38.00431421,1.413936675,0.55570173,2.544416543,0.010946047,0.033956112,transcription repressor OFP13,-,,,,
LOC4325803,50.22818154,49.47085402,85.97103928,119.7223397,76.34810365,1.049187815,0.412421042,2.543972559,0.010959969,0.033989817,uncharacterized LOC4325803,-,,,,
LOC107276005,25.11409077,25.26171269,60.75286776,61.13481178,43.06587075,1.274905709,0.501424191,2.54256921,0.011004081,0.034112343,uncharacterized LOC107276005%2C transcript variant X4,-,,,,
LOC107275978,1.931853136,0,16.04792733,14.43460834,8.103597202,3.940693379,1.550122215,2.542182378,0.011016267,0.034140601,uncharacterized LOC107275978,-,,,,
LOC107277158,25.11409077,21.05142724,57.31402619,58.58752796,40.51676804,1.326709752,0.522406021,2.539614205,0.011097481,0.034353981,heavy metal-associated isoprenylated plant protein 43,-,,,,
LOC4351004,20.28445793,26.31428405,50.43634305,70.47485247,41.87748438,1.382308507,0.546116177,2.531161987,0.011368533,0.035064074,uncharacterized LOC4351004,-,,,,
LOC4337180,4.82963284,3.157714086,30.94957414,16.13279755,13.76742966,2.546333104,1.006432132,2.530059427,0.011404321,0.035156998,gibberellin 20 oxidase 2-like,-,,,,
LOC107276755,25.11409077,44.20799721,91.7024419,74.72032551,58.93621385,1.264975219,0.500504558,2.527399996,0.011491054,0.035365533,probable LRR receptor-like serine/threonine-protein kinase At3g47570%2C transcript variant X2,-,,,,
LOC107277232,0,1.052571362,14.90164681,11.88732451,6.960385671,4.720699748,1.867985298,2.527161083,0.011498875,0.035384578,uncharacterized LOC107277232,-,,,,
LOC107276957,8.693339113,6.315428172,30.94957414,28.86921668,18.70688953,1.990012965,0.787464744,2.527113728,0.011500425,0.035384578,universal stress protein YxiE%2C transcript variant X1,-,,,,
LOC4325090,42.500769,51.57599674,83.67847824,112.9295829,72.67120671,1.068828018,0.423301112,2.524982781,0.011570396,0.035560494,uncharacterized LOC4325090,-,,,,
LOC9272330,83.06968485,87.36342305,263.6445205,117.1750559,137.8131711,1.155619257,0.458074909,2.522773533,0.011643336,0.035735268,transcription factor MYB93,-,,,,
LOC4327969,25.11409077,36.83999767,60.75286776,91.70221768,53.60229347,1.306640272,0.51805318,2.522212628,0.011661919,0.035782425,uncharacterized LOC4327969,-,,,,
LOC107278688,17.38667823,12.63085634,37.82725728,53.49296031,30.33443804,1.60675091,0.637923489,2.518720407,0.011778214,0.036094423,1-aminocyclopropane-1-carboxylate oxidase 1,-,,,,
LOC9272410,52.16003468,36.83999767,90.55616138,96.79678533,69.08824476,1.072231705,0.425942618,2.517314917,0.011825308,0.036223763,tetraspanin-6,-,,,,
LOC107277721,5.795559408,5.26285681,19.4867689,33.11468972,15.91496871,2.255441912,0.897077704,2.514210198,0.011929931,0.036493966,protein NETWORKED 2D,-,,,,
LOC107277911,17.38667823,23.15656996,71.06939247,43.30382501,38.72911642,1.492622466,0.59455431,2.510489692,0.012056384,0.036814942,uncharacterized LOC107277911,-,,,,
LOC4330144,12.55704538,31.57714086,57.31402619,316.7122888,104.5401253,3.085931555,1.229728864,2.509440614,0.012092255,0.036899135,B-box zinc finger protein 20,-,,,,
LOC4342127,91.76302397,55.78628219,129.5296992,167.2716378,111.0876608,1.008231218,0.401970689,2.508220737,0.012134084,0.037011536,uncharacterized LOC4342127,-,,,,
LOC4346730,11.59111882,6.315428172,53.87518462,22.92555442,23.67682151,2.087440751,0.834536424,2.501317726,0.012373212,0.037647956,uncharacterized LOC4346730,-,,,,
LOC4338696,0,5.26285681,22.92561048,24.62374364,13.20305273,3.201261724,1.283704911,2.493767608,0.012639527,0.038348062,CSC1-like protein At4g02900,-,,,,
LOC112939439,3.863706272,5.26285681,16.04792733,33.11468972,14.57229503,2.441342371,0.979516645,2.492394981,0.012688485,0.038454618,uncharacterized LOC112939439,-,,,,
LOC4327078,2.897779704,8.420570896,25.21817152,29.71831128,16.56370835,2.292383119,0.920672516,2.489900674,0.01277788,0.038688629,uncharacterized LOC4327078,-,,,,
LOC107276812,0,0,2.292561048,18.68008138,5.243160607,5.830510811,2.34436251,2.487034657,0.012881285,0.038980483,phospholipase A1 EG1%2C chloroplastic/mitochondrial,-,,,,
LOC4339057,4.82963284,7.367999534,35.53469624,20.37827059,17.0276498,2.194690333,0.882594363,2.486635338,0.012895751,0.039008331,uncharacterized LOC4339057,-,,,,
LOC4339359,33.80742988,30.5245695,99.72640557,57.73843335,55.44920958,1.284565063,0.516874214,2.485256624,0.012945807,0.039138446,protein IQ-DOMAIN 14%2C transcript variant X5,-,,,,
LOC4334213,1211.271916,1205.19421,2129.789213,7692.79715,3059.763122,2.023283113,0.816423237,2.478228231,0.013203666,0.039793561,zinc finger protein 1,-,,,,
LOC4351457,3.863706272,3.157714086,24.071891,16.98189216,12.01880088,2.540123432,1.025057825,2.478029405,0.013211026,0.039810346,BTB/POZ domain and ankyrin repeat-containing protein NH5.2-like,OsBOP3,,,,
LOC4334017,43.46669556,30.5245695,75.65451457,530.6841301,170.0824774,3.035041207,1.225010532,2.477563359,0.013228292,0.039851574,uncharacterized LOC4334017,-,,,,
LOC107277881,42.500769,29.47199814,64.19170933,109.5332044,61.42442023,1.274347863,0.514885248,2.47501335,0.01332312,0.04009379,vegetative cell wall protein gp1,ALEX1,,,,
LOC4330391,39.60298929,43.15542584,66.48427038,129.0623804,69.57626649,1.247101514,0.504082872,2.474000971,0.013360933,0.040196703,F-box/LRR-repeat protein At3g59190,-,,,,
LOC4334250,7.727412545,16.84114179,20.63304943,93.40040689,34.65050266,2.225744671,0.900152858,2.472629676,0.013412304,0.040329425,probable calcium-binding protein CML41,-,,,,
LOC4345514,33.80742988,19.99885588,65.33798986,67.92756865,46.76796107,1.30488136,0.52829501,2.469986156,0.013511828,0.040583715,phospholipase D alpha 1,-,,,,
LOC4348346,52.16003468,63.15428172,90.55616138,151.1388402,89.25232951,1.073832248,0.434759679,2.469944429,0.013513404,0.040583715,receptor kinase-like protein Xa21%2C transcript variant X1,-,,,,
LOC4330357,21.2503845,15.78857043,35.53469624,79.81489316,38.09713608,1.644023693,0.666611092,2.466241131,0.013653938,0.040923161,uncharacterized LOC4330357,ALEX1,,,,
LOC4326919,137.1615727,106.3097076,230.4023853,756.5432958,307.6042403,2.019744994,0.819194223,2.465526414,0.013681209,0.040982796,mitogen-activated protein kinase kinase kinase 18,OsMKKK70,,,,
LOC4325571,9.659265681,1.052571362,24.071891,41.6056358,19.09734096,2.604964786,1.056961268,2.464579228,0.013717423,0.041063616,RING-H2 finger protein ATL39,-,,,,
LOC4341658,199.9467996,278.9314109,279.6924478,745.5050659,376.0189311,1.10061788,0.44665693,2.464123597,0.013734874,0.041104786,uncharacterized LOC4341658,-,,,,
LOC4338950,128.4682336,152.6228475,175.3809201,413.5090742,217.4952688,1.070660654,0.435479494,2.458578806,0.013948816,0.041666536,uncharacterized LOC4338950,-,,,,
LOC112939003,0,0,3.438841571,15.28370295,4.680636129,5.666347797,2.305024765,2.458258966,0.013961246,0.041678497,platelet binding protein GspB-like,-,,,,
LOC4333830,20.28445793,13.68342771,57.31402619,40.75654119,33.00961325,1.521647048,0.619012482,2.45818476,0.013964131,0.041678497,elongation of fatty acids protein 3-like,-,,,,
LOC4349690,16.42075166,38.9451404,77.94707562,70.47485247,50.94695504,1.42698651,0.58079845,2.456939253,0.014012638,0.041789803,putative receptor protein kinase ZmPK1,SDRLK-58,,,,
LOC107278346,6.761485976,0,33.24213519,22.92555442,15.7322939,3.031009798,1.234742779,2.454770216,0.014097467,0.041992093,uncharacterized LOC107278346%2C transcript variant X1,ALEX1,,,,
LOC4348230,50.22818154,41.05028312,96.287564,87.45674464,68.75569332,1.006271963,0.410244128,2.452861344,0.014172496,0.04218732,phosphoglucomutase%2C chloroplastic,OspPGM,,,,
LOC107276792,6.761485976,9.473142258,29.80329362,30.56740589,19.15133194,1.899008887,0.774558417,2.451731005,0.01421709,0.042308735,uncharacterized LOC107276792,-,,,,
LOC9268395,0.965926568,5.26285681,9.17024419,44.15291962,14.8879868,3.12116886,1.274280861,2.449357088,0.014311149,0.042520349,uncharacterized LOC9268395,-,,,,
LOC4324219,35.73928302,50.52342538,95.14128347,84.90946081,66.57836317,1.062561991,0.434390588,2.446098097,0.01444117,0.042849398,mulatexin,-,,,,
LOC4324947,15.45482509,23.15656996,61.89914828,44.15291962,36.16586574,1.456714321,0.595611267,2.445746753,0.01445525,0.04288545,uncharacterized LOC4324947,-,,,,
LOC4324116,16.42075166,17.89371315,33.24213519,73.0221363,35.14468408,1.639073527,0.670673656,2.443921141,0.014528602,0.043074331,uncharacterized LOC4324116%2C transcript variant X1,-,,,,
LOC4324856,56.02374095,33.68228359,82.53219771,118.0241505,72.56559319,1.161402361,0.47534913,2.443261778,0.014555175,0.043135859,ras-related protein Rab2BV,-,,,,
LOC4344010,34.77335645,44.20799721,74.50823405,92.55131229,61.510225,1.085751721,0.445520966,2.437038441,0.014808105,0.043803699,IQ domain-containing protein IQM2,-,,,,
LOC4352468,43.46669556,43.15542584,111.1892108,73.87123091,67.92064078,1.089913512,0.447259643,2.436869787,0.014815013,0.043818303,uncharacterized LOC4352468,-,,,,
LOC107277455,7.727412545,4.210285448,42.41237938,16.98189216,17.83299238,2.300008461,0.945084407,2.433654015,0.014947275,0.044156625,putative AP2/ERF and B3 domain-containing protein Os01g0140700,-,,,,
LOC4351534,41.53484243,36.83999767,85.97103928,76.41851473,60.19109853,1.048122265,0.43134582,2.429888542,0.015103467,0.044553967,syntaxin-81%2C transcript variant X2,-,,,,
LOC4345515,170.9690025,147.3599907,302.6180583,1525.823011,536.6925156,2.522273403,1.038023837,2.42988004,0.015103821,0.044553967,uncharacterized LOC4345515,-,,,,
LOC4350840,2.897779704,0,10.31652471,25.47283824,9.671785665,3.602775398,1.482783245,2.429738406,0.015109724,0.044565468,uncharacterized LOC4350840,-,,,,
LOC107277982,5.795559408,0,36.68097676,16.13279755,14.65233343,3.161308559,1.302350304,2.427387278,0.015208012,0.044801872,protein RADIALIS-like 3,-,,,,
LOC4344100,31.87557675,26.31428405,46.99750148,112.9295829,54.52923629,1.464167788,0.603637969,2.425572716,0.015284253,0.044997882,probable protein phosphatase 2C 65%2C transcript variant X2,-,,,,
LOC9271995,3.863706272,6.315428172,18.34048838,30.56740589,14.77175718,2.276646511,0.940540769,2.420571852,0.015496117,0.045506112,cyclin-P1-1,-,,,,
LOC4343310,40.56891586,15.78857043,91.7024419,65.38028483,53.36005325,1.470950521,0.60781804,2.420050781,0.01551834,0.045559124,uncharacterized LOC4343310,-,,,,
LOC4338828,16.42075166,12.63085634,50.43634305,35.66197354,28.78748115,1.560051093,0.647085976,2.410886884,0.015913783,0.046597016,uncharacterized LOC4338828,-,,,,
LOC4331834,55.05781438,66.31199581,90.55616138,1596.297863,452.0559587,3.797122486,1.57585525,2.409562989,0.015971639,0.046723348,protein TIFY 11b-like,OsJAZ10|OsTIFY11b,,,,
LOC9271655,17.38667823,9.473142258,88.26360033,22.92555442,34.51224381,2.038620998,0.847220297,2.406246645,0.016117379,0.047100117,uncharacterized LOC9271655,-,,,,
LOC107280693,33.80742988,29.47199814,57.31402619,89.15493385,52.43709702,1.215326328,0.505659837,2.403446424,0.016241347,0.047400087,uncharacterized LOC107280693,-,,,,
LOC9268288,80.17190515,42.10285448,110.0429303,152.8370295,96.28867984,1.104011137,0.45980852,2.401023663,0.016349279,0.047652533,type I inositol polyphosphate 5-phosphatase 10%2C transcript variant X2,-,,,,
LOC4343582,2.897779704,6.315428172,30.94957414,16.98189216,14.28616855,2.381392184,0.99397304,2.395831765,0.0165827,0.048212784,putative PAP-specific phosphatase%2C mitochondrial,-,,,,
LOC4331321,14.48889852,15.78857043,40.11981833,44.15291962,28.63755173,1.479189672,0.617658692,2.394833412,0.016627918,0.048303611,protein PAIR1-like,PAIR1,,,,
LOC4342108,3.863706272,2.105142724,11.46280524,28.86921668,11.57521773,2.757765599,1.151561025,2.394806301,0.016629148,0.048303611,GDSL esterase/lipase At5g55050,-,,,,
LOC4346436,5.795559408,3.157714086,20.63304943,23.77464903,13.34024299,2.30461106,0.962612076,2.394122324,0.016660191,0.048381144,ABC transporter G family member 11%2C transcript variant X2,-,,,,
LOC4329018,12.55704538,22.1039986,20.63304943,131.6096643,46.72593942,2.143030558,0.896830021,2.389561576,0.016868496,0.048903021,probable xyloglucan endotransglucosylase/hydrolase protein 26,-,,,,
LOC107279369,14.48889852,13.68342771,36.68097676,44.15291962,27.25155565,1.522942119,0.638126023,2.386585193,0.017005667,0.049249315,disease resistance protein RGA5-like,-,,,,
LOC4347593,26090.64253,21366.14608,323.2511077,344.7324109,12031.19303,-6.149171869,0.159127534,-38.64304139,0,0,UDP-glucosyltransferase UGT13248,OsSGT1,,,,
LOC4326014,23547.35788,22187.15174,356.4932429,278.5030315,11592.37647,-6.176534018,0.158296265,-39.01882354,0,0,ferredoxin--nitrite reductase%2C chloroplastic-like%2C transcript variant X2,PSR1|OsNiR,,,,
LOC4332123,15901.08316,16092.76355,139.8462239,180.8571515,8078.637523,-6.629363183,0.159470644,-41.57105656,0,0,non-symbiotic hemoglobin 2-like,-,,,,
LOC4332166,10596.21445,11460.39699,98.58012505,103.5895422,5564.695277,-6.76643036,0.159920141,-42.31130816,0,0,non-symbiotic hemoglobin 1-like,-,,,,
LOC4335515,26164.05295,33819.11786,527.2890409,535.7786977,15261.55964,-5.81801037,0.168633118,-34.50099511,7.75E-261,1.91E-257,probable aldo-keto reductase 3,-,,,,
LOC4349190,29136.209,30451.94208,1938.360366,2111.69829,15909.55243,-3.878323357,0.115689888,-33.52344284,2.20E-246,4.44E-243,uncharacterized LOC4349190,ALEX1,,,,
LOC4332455,5376.347278,5956.501338,198.3065306,220.7645981,2937.979936,-4.753069325,0.152777673,-31.11102049,1.71E-212,2.71E-209,protein IN2-1 homolog B-like,OsGSTL2,,,,
LOC4349970,20472.81361,22070.31632,682.0369117,872.0201625,11024.29675,-4.772210555,0.160296964,-29.77106019,9.26E-195,1.21E-191,1-aminocyclopropane-1-carboxylate oxidase,OsACO4,,,,
LOC4332456,3216.535472,3055.614664,41.26609886,37.36016276,1587.694099,-6.325717521,0.213714966,-29.59885136,1.55E-192,1.91E-189,protein IN2-1 homolog A,-,,,,
LOC9270637,7195.187006,8174.269198,44.70494043,83.2112716,3874.343104,-6.881532452,0.243331005,-28.28054098,6.00E-176,6.35E-173,ferredoxin%2C root R-B1,-,,,,
LOC4349246,11474.2417,9902.591374,704.9625221,710.692187,5698.121946,-3.916432787,0.138566561,-28.26390975,9.60E-176,9.70E-173,aspartic proteinase nepenthesin-1,-,,,,
LOC107277228,4291.611742,5154.44196,147.8701876,125.666002,2429.897473,-5.116246817,0.184320132,-27.75739559,1.42E-169,1.37E-166,cytoplasmic 60S subunit biogenesis factor REI1 homolog 1,-,,,,
LOC4331658,11307.13641,10709.91361,1281.541626,1248.169074,6136.690179,-3.12193917,0.114478086,-27.27106374,9.35E-164,8.66E-161,uncharacterized LOC4331658,-,,,,
LOC4343026,4265.531725,3459.802067,88.26360033,98.49497454,1978.023092,-5.36530075,0.198560033,-27.02105083,8.36E-161,7.44E-158,fatty acid desaturase DES2,OsFAD2-3,,,,
LOC4334347,13531.66529,15260.17961,1474.116754,1462.140915,7932.025642,-3.293649036,0.126085554,-26.12233469,2.03E-150,1.67E-147,probable glutathione S-transferase GSTU1,-,,,,
LOC4341630,2901.64341,3388.227214,21.77932995,38.20925737,1587.464803,-6.673201631,0.258296047,-25.8354772,3.54E-147,2.63E-144,premnaspirodiene oxygenase,-,,,,
LOC4341152,10166.37713,9181.579991,768.0079509,879.662014,5248.906771,-3.551973429,0.140855175,-25.21720212,2.59E-140,1.80E-137,leaf-specific thionin,-,,,,
LOC4334129,4631.617894,3880.830612,251.0354347,247.086531,2252.642618,-4.09557628,0.164699954,-24.86689391,1.70E-136,1.08E-133,oligopeptide transporter 3,OPT|OsOPT7,,,,
LOC4323880,6158.747798,6128.07047,829.9070992,795.6016478,3478.081754,-2.918918021,0.11843708,-24.64530549,4.13E-134,2.55E-131,crocetin glucosyltransferase%2C chloroplastic,-,,,,
LOC9271283,2267.029655,2161.981578,119.2131745,133.3078535,1170.383065,-4.127220448,0.169807414,-24.30530183,1.72E-130,9.82E-128,subtilisin-chymotrypsin inhibitor-2A,-,,,,
LOC112937351,5573.396298,4835.512837,436.7328796,446.6237639,2823.066445,-3.55829182,0.146482372,-24.29160435,2.40E-130,1.34E-127,subtilisin-chymotrypsin inhibitor CI-1B-like,-,,,,
LOC4326000,2722.946995,2563.011267,155.8941512,179.1589623,1405.252844,-3.974135266,0.163640789,-24.28572543,2.77E-130,1.50E-127,Bowman-Birk type bran trypsin inhibitor-like,-,,,,
LOC4346446,4177.632407,3188.238656,119.2131745,114.6277721,1899.928002,-4.978863212,0.205953833,-24.1746567,4.11E-129,2.18E-126,uncharacterized LOC4346446,-,,,,
LOC4349245,4184.393893,3681.894624,302.6180583,273.4084638,2110.57876,-3.774404592,0.156475953,-24.12130755,1.49E-128,7.55E-126,aspartic proteinase nepenthesin-1,OsAP77,,,,
LOC4330161,9785.802061,9665.762818,249.8891542,382.0925737,5020.886652,-4.937519693,0.207605151,-23.78322347,4.98E-125,2.46E-122,metal-nicotianamine transporter YSL2-like%2C transcript variant X2,OsYSL2|CF1,,,,
LOC4352132,5393.733956,6338.584742,411.514708,464.4547506,3152.072039,-3.741124424,0.158026261,-23.67406779,6.67E-124,3.16E-121,chloride channel protein CLC-a,-,,,,
LOC4338560,2747.09516,2851.41582,199.4528111,163.8752594,1490.459762,-3.952924562,0.167166464,-23.64663617,1.28E-123,5.92E-121,beta-glucosidase 22-like,-,,,,
LOC4345387,1998.502069,1965.150733,50.43634305,31.4165005,1011.376411,-5.629388654,0.238293095,-23.62380097,2.19E-123,9.96E-121,phosphoenolpyruvate carboxylase 2,Osppc2a,,,,
LOC4333289,4227.860588,3462.959781,200.5990917,164.724354,2014.035954,-4.401836193,0.189449574,-23.23486985,2.02E-119,9.00E-117,protein DETOXIFICATION 40,PEZ1,,,,
LOC9267362,1651.734431,1686.219322,82.53219771,87.45674464,876.9856739,-4.292116603,0.185038443,-23.19581015,5.02E-119,2.19E-116,alpha carbonic anhydrase 7,-,,,,
LOC4334015,1809.180462,1990.412446,113.4817719,118.0241505,1007.774707,-4.034708829,0.178203694,-22.64099437,1.71E-113,7.05E-111,proteinase inhibitor PSI-1.2,-,,,,
LOC4351915,1389.968331,1416.761053,41.26609886,45.00201423,723.2493745,-5.017762394,0.221662897,-22.636907,1.88E-113,7.59E-111,laccase-24-like,-,,,,
LOC4345795,2042.934691,1909.364451,18.34048838,10.1891353,995.2071915,-7.167261634,0.318522845,-22.50156231,4.01E-112,1.56E-109,nitrate reductase [NADH] 1-like,OsNR1,,,,
LOC4335474,1949.239814,1952.519877,162.7718344,163.0261648,1056.889423,-3.582004092,0.159639456,-22.4380876,1.67E-111,6.41E-109,7-deoxyloganetin glucosyltransferase,-,,,,
LOC4344210,2142.425128,1958.835305,116.9206134,135.8551373,1088.509046,-4.013667666,0.179285323,-22.3870398,5.26E-111,1.98E-108,superoxide dismutase [Cu-Zn] 2-like,OsCSD1,,,,
LOC4334338,6789.497847,6296.481888,782.9095977,870.3219733,3684.802826,-2.983195029,0.133270914,-22.38444195,5.58E-111,2.07E-108,ferredoxin--NADP reductase%2C root isozyme%2C chloroplastic-like,FNR,,,,
LOC4344044,26365.9316,32028.69398,2575.692337,2898.808992,15967.28173,-3.414611856,0.152924378,-22.3287608,1.94E-110,7.08E-108,uncharacterized LOC4344044,-,,,,
LOC4339388,2112.481404,2296.710712,90.55616138,61.13481178,1140.220772,-4.880189625,0.2187802,-22.3063587,3.21E-110,1.15E-107,UDP-glycosyltransferase 13,-,,,,
LOC4350217,14447.36368,15325.43903,1328.539127,1645.545351,8186.721797,-3.32211025,0.151437729,-21.93713731,1.15E-106,4.06E-104,NADPH-dependent oxidoreductase 2-alkenal reductase,-,,,,
LOC4346993,1766.679693,1718.849034,138.6999434,133.3078535,939.384131,-3.681540715,0.168478327,-21.85171689,7.49E-106,2.60E-103,probable cinnamyl alcohol dehydrogenase 8D,OsCAD8D,,,,
LOC4352488,1594.744764,1369.395342,35.53469624,42.45473041,760.5323831,-5.236535735,0.241902182,-21.6473274,6.44E-104,2.20E-101,major pollen allergen Bet v 1-D/H,OsPR10b|OsPBZc,,,,
LOC4349339,5494.190319,4272.387159,292.3015336,241.1428687,2575.00547,-4.198398981,0.195026299,-21.52734786,8.63E-103,2.91E-100,protein NRT1/ PTR FAMILY 6.3,OsNRT1.3|NRT1.1B|OsNPF6.5,,,,
LOC4324570,6397.33166,6196.487608,1091.259059,1025.706287,3677.696153,-2.573530886,0.119863266,-21.47055535,2.93E-102,9.74E-100,methylesterase 3,-,,,,
LOC4325624,2072.878415,2120.931295,98.58012505,64.53119022,1089.230256,-4.703268381,0.221201925,-21.26233029,2.54E-100,8.17E-98,subtilisin-like protease SBT3.5,RSP1,,,,
LOC4345353,1556.107701,1663.062752,11.46280524,11.03822991,810.4178721,-7.164009392,0.343066992,-20.88224622,7.77E-97,2.40E-94,uncharacterized LOC4345353%2C transcript variant X1,-,,,,
LOC4349193,4733.040184,5017.607683,806.9814887,765.0342419,2830.665899,-2.633718745,0.126274594,-20.85707554,1.31E-96,4.00E-94,uncharacterized LOC4349193,-,,,,
LOC107279190,2536.523168,2180.927862,9.17024419,6.792756865,1183.353508,-8.236451631,0.398947205,-20.64546769,1.07E-94,3.22E-92,aspartic proteinase nepenthesin-1-like,-,,,,
LOC4344783,1115.645186,1111.515358,22.92561048,22.92555442,568.2529273,-5.602110069,0.272360811,-20.56870827,5.23E-94,1.55E-91,anthocyanin 5-aromatic acyltransferase,-,,,,
LOC4348791,2710.38995,2981.934669,255.6205568,301.4285859,1562.34344,-3.348692944,0.163533799,-20.47706932,3.45E-93,9.96E-91,NADPH-dependent aldehyde reductase-like protein%2C chloroplastic,-,,,,
LOC4331930,2366.520092,2097.774725,87.11731981,50.94567649,1150.589453,-5.037382099,0.250724761,-20.09128287,8.80E-90,2.41E-87,aminotransferase ALD1 homolog,OsALD1,,,,
LOC4334917,1587.983278,1340.975915,21.77932995,11.03822991,740.4441883,-6.534553522,0.326189318,-20.03300895,2.84E-89,7.70E-87,arginine decarboxylase 2-like%2C transcript variant X2,ADCa|OsAdc2,,,,
LOC4350401,2914.200456,3139.820373,429.8551964,447.4728585,1732.837221,-2.785663173,0.139449046,-19.97620822,8.87E-89,2.38E-86,serine carboxypeptidase-like 7%2C transcript variant X2,-,,,,
LOC4334736,1430.537247,1594.645613,112.3354913,118.0241505,813.8856257,-3.712664814,0.185995439,-19.96105298,1.20E-88,3.18E-86,anthocyanidin 5%2C3-O-glucosyltransferase,OsUGT706C2,,,,
LOC4349185,11743.73521,12512.96835,2529.841116,2393.5977,7295.035596,-2.300985652,0.11554058,-19.91495677,3.02E-88,7.81E-86,uncharacterized LOC4349185,-,,,,
LOC4349318,5600.442242,4627.103708,513.5336747,569.742482,2827.705526,-3.23757347,0.162886744,-19.87622435,6.54E-88,1.67E-85,proline dehydrogenase 2%2C mitochondrial,OsProDH,,,,
LOC4334183,7685.877702,8736.342305,945.6814321,1113.163031,4620.266118,-2.994221227,0.151604342,-19.75023397,7.98E-87,1.99E-84,isoflavone 2'-hydroxylase,bel|CYP81A6|bsl,,,,
LOC4326694,5162.877506,4878.668263,954.8516763,927.2113121,2980.902189,-2.416085261,0.122390545,-19.7407835,9.63E-87,2.35E-84,cytochrome P450 72A13%2C transcript variant X2,-,,,,
LOC4324166,1180.362266,1200.983924,83.67847824,84.90946081,637.4835323,-3.819384462,0.194213893,-19.66586634,4.23E-86,1.02E-83,anthocyanidin 5%2C3-O-glucosyltransferase,-,,,,
LOC9268428,6151.986312,6618.568725,920.4632606,1050.33003,3685.337082,-2.694424429,0.13740152,-19.60985903,1.27E-85,3.05E-83,probable glutathione S-transferase GSTU6,-,,,,
LOC4335176,1295.307528,1522.01819,64.19170933,46.70020345,732.0544075,-4.684021467,0.238947662,-19.60270894,1.47E-85,3.47E-83,ABC transporter C family member 14%2C transcript variant X1,-,,,,
LOC4352487,2842.72189,1770.425031,11.46280524,15.28370295,1159.973357,-7.40939922,0.379932407,-19.50188794,1.06E-84,2.48E-82,major allergen Dau c 1,RSOsPR10|OsPBZ14,,,,
LOC4345846,2777.038883,2768.262682,459.65849,434.7364394,1609.924124,-2.633657239,0.135472397,-19.44054501,3.50E-84,8.12E-82,protein DETOXIFICATION 27,-,,,,
