"XM_015766610.2","LOC4326813"
"XM_015784651.2","LOC4338920"
"XM_015783136.2","LOC4338921"
"XM_015782165.2","LOC4338922"
"XM_015782166.2","LOC4338922"
"XM_015783518.2","LOC9272359"
"XM_026025456.1","LOC112939004"
"XM_015783425.2","LOC4338923"
"XR_001546303.2","LOC9270782"
"XR_001546300.2","LOC9270782"
"XR_001546301.2","LOC9270782"
"XR_001546302.2","LOC9270782"
"XR_003242252.1","LOC112938977"
"XM_026025377.1","LOC112938976"
"XM_026025406.1","LOC9272510"
"XM_015782734.2","LOC4338925"
"XM_015782855.2","LOC4338926"
"unassigned_transcript_314","TRNAL-UAG_6"
"XM_015783138.1","LOC107275424"
"XM_015785147.2","LOC4338928"
"XR_001545955.2","LOC4338929"
"XM_015783588.2","LOC4338930"
"XM_015783587.2","LOC4338931"
"XM_015783585.2","LOC4338932"
"XM_015783568.2","LOC4338933"
"XM_026025416.1","LOC4338933"
"XM_026025417.1","LOC4338933"
"XM_015783570.2","LOC4338933"
"XM_015783569.2","LOC4338933"
"XM_015783584.2","LOC4338933"
"XM_015783565.2","LOC4338933"
"XM_015783580.2","LOC4338933"
"XM_015783566.2","LOC4338933"
"XM_026025414.1","LOC4338933"
"XM_026025418.1","LOC4338933"
"XM_015783567.2","LOC4338933"
"XM_026025415.1","LOC4338933"
"XM_015783583.2","LOC4338933"
"XM_026025413.1","LOC4338933"
"XM_026025412.1","LOC4338933"
"XM_015783577.2","LOC4338933"
"XM_015783579.2","LOC4338933"
"XM_026025410.1","LOC4338933"
"XM_026025408.1","LOC4338933"
"XM_026025411.1","LOC4338933"
"XM_015783578.2","LOC4338933"
"XM_026025409.1","LOC4338933"
"XM_015783576.2","LOC4338933"
"XM_015785256.2","LOC4338934"
"XM_015785257.2","LOC4338934"
"XM_015785258.2","LOC4338934"
"XM_015785352.2","LOC4338935"
"XR_001546315.2","LOC107281153"
"XR_001546314.2","LOC107281153"
"XR_003242461.1","LOC107275954"
"XR_003242462.1","LOC107275954"
"XR_003242463.1","LOC107275954"
"XR_003242464.1","LOC107275954"
"XM_026025714.1","LOC107275954"
"XM_026025715.1","LOC107275954"
"XM_015782270.2","LOC4338937"
"XM_026025331.1","LOC112938958"
"XM_015785171.2","LOC4338938"
"XM_015782771.2","LOC4338939"
"XM_015784882.2","LOC4338940"
"XM_015784881.2","LOC4338940"
"XM_015784883.2","LOC4338940"
"XM_015784884.2","LOC4338940"
"XM_015782111.2","LOC4338942"
"XM_015782110.2","LOC4338942"
"XM_015783903.2","LOC4338943"
"XR_001546028.2","LOC4338944"
"XR_001546027.2","LOC4338944"
"XM_015783900.2","LOC4338944"
"XM_015783899.2","LOC4338944"
"XM_015783901.2","LOC4338944"
"XM_015783902.2","LOC4338944"
"XM_015784673.2","LOC4338945"
"XM_015782502.2","LOC4338946"
"XM_015782503.2","LOC4338946"
"XM_015782504.2","LOC4338946"
"XM_015782604.2","LOC4338947"
"XM_015781995.2","LOC4338948"
"XM_015781996.2","LOC4338948"
"XM_015784195.2","LOC4338949"
"XM_015784196.2","LOC4338949"
"XM_015784194.2","LOC4338949"
"XM_015784197.2","LOC4338949"
"XM_015785092.2","LOC4338950"
"XM_026025759.1","LOC112939064"
"XM_026025760.1","LOC107278064"
"XM_015783466.2","LOC4338951"
"XM_015783140.2","LOC107278456"
"XM_015784865.2","LOC9266801"
"XM_015784859.2","LOC9266801"
"XM_015784867.2","LOC9266801"
"XM_015784863.2","LOC9266801"
"XM_015784860.2","LOC9266801"
"XM_015784868.2","LOC9266801"
"XM_015784866.2","LOC9266801"
"XM_015784864.2","LOC9266801"
"XM_015784861.2","LOC9266801"
"XM_015784858.2","LOC9266801"
"XM_015784857.2","LOC9266801"
"XM_015784869.2","LOC9266801"
"XR_001546246.2","LOC4338953"
"XM_015784384.1","LOC4338955"
"XR_001545693.2","LOC4338956"
"XM_015781839.2","LOC4338956"
"XM_015781989.2","LOC4338957"
"XM_015783405.2","LOC4338958"
"XM_026025306.1","LOC4338959"
"XM_015784534.2","LOC4338960"
"XR_003242335.1","LOC112939016"
"XM_015784538.2","LOC4338962"
"XM_015784537.2","LOC4338962"
"XM_026025792.1","LOC4338963"
"XM_015781945.2","LOC4338963"
"XR_001545703.2","LOC107280830"
"XR_001546163.2","LOC9268261"
"XR_001546165.2","LOC9268261"
"XR_001546167.2","LOC9268261"
"XR_001546162.2","LOC9268261"
"XR_001546170.2","LOC9268261"
"XR_003242334.1","LOC9268261"
"XR_001546172.2","LOC9268261"
"XR_001546171.1","LOC9268261"
"XR_001546169.1","LOC9268261"
"XR_001546168.1","LOC9268261"
"XM_015784672.2","LOC9268261"
"XM_015784670.2","LOC9268261"
"XM_015784669.2","LOC9268261"
"XM_015784668.2","LOC9268261"
"XR_003242662.1","LOC112939120"
"XR_003242663.1","LOC112939121"
"XM_015782428.2","LOC4338967"
"XM_026025793.1","LOC4338968"
"XM_015781930.2","LOC4338968"
"XM_015785226.2","LOC4338970"
"XM_015785225.2","LOC4338970"
"XM_015781920.2","LOC4338971"
"XM_015781919.2","LOC4338971"
"XM_026025790.1","LOC4338971"
"XM_015782353.1","LOC4338972"
"XM_015782352.2","LOC4338972"
"XM_015782982.2","LOC9268604"
"XM_015782934.2","LOC4338974"
"XM_015783503.2","LOC107276514"
"XM_015783142.2","LOC4338975"
"XM_015784914.2","LOC4338976"
"XM_015782235.2","LOC4338977"
"XM_015782051.2","LOC4338978"
"XM_015784690.2","LOC4338979"
"XM_015784843.1","LOC4338980"
"XM_015784842.2","LOC4338981"
"XR_001545721.2","LOC4338982"
"XM_015782050.2","LOC4338982"
"XM_015782049.2","LOC4338982"
"XM_026025862.1","LOC4338983"
"XM_026025863.1","LOC4338983"
"XM_026025860.1","LOC4338983"
"XM_026025861.1","LOC4338983"
"XM_015784636.2","LOC4338984"
"XR_003242567.1","LOC4338985"
"XR_003242566.1","LOC4338985"
"XR_003242570.1","LOC4338985"
"XR_003242580.1","LOC4338985"
"XR_003242581.1","LOC4338985"
"XR_003242583.1","LOC4338985"
"XR_003242584.1","LOC4338985"
"XR_003242585.1","LOC4338985"
"XR_003242588.1","LOC4338985"
"XR_003242586.1","LOC4338985"
"XR_003242587.1","LOC4338985"
"XR_003242575.1","LOC4338985"
"XR_003242573.1","LOC4338985"
"XR_003242571.1","LOC4338985"
"XR_003242576.1","LOC4338985"
"XR_003242572.1","LOC4338985"
"XR_003242578.1","LOC4338985"
"XR_003242582.1","LOC4338985"
"XR_003242569.1","LOC4338985"
"XR_003242577.1","LOC4338985"
"XR_003242574.1","LOC4338985"
"XR_003242579.1","LOC4338985"
"XR_003242568.1","LOC4338985"
"XM_015784635.2","LOC4338987"
"XM_026025922.1","LOC4338988"
"XM_015782497.2","LOC4338988"
"XM_015782496.2","LOC4338988"
"XM_026025866.1","LOC112939093"
"XM_015782212.1","LOC107275700"
"XM_015782211.1","LOC107275700"
"XM_015782210.2","LOC107275700"
"XM_015782208.1","LOC107275700"
"XM_015782711.2","LOC107278687"
"XM_015782710.2","LOC9270549"
"XM_015783284.2","LOC107277688"
"XM_015782197.2","LOC4338996"
"XM_015782410.2","LOC4338997"
"unassigned_transcript_315","TRNAL-CAG_3"
"XM_015782364.2","LOC4338999"
"XM_015782362.2","LOC4338999"
"XM_015782365.2","LOC4338999"
"XM_015782300.2","LOC4339000"
"XM_015783563.2","LOC107278465"
"XM_015782870.2","LOC4339001"
"XM_015784509.2","LOC4339002"
"XM_015782683.2","LOC4339003"
"XM_015782682.2","LOC4339004"
"XM_015781949.2","LOC4339005"
"XM_015782144.2","LOC4339006"
"XM_015782146.2","LOC4339006"
"XM_015782145.2","LOC4339006"
"XM_015782700.2","LOC4339007"
"XM_015782701.2","LOC4339007"
"unassigned_transcript_316","TRNAK-UUU_3"
"XM_026025712.1","LOC4339009"
"XM_026025711.1","LOC4339009"
"XM_026025713.1","LOC4339009"
"XM_015782741.2","LOC4339010"
"XM_015785181.2","LOC4339011"
"XM_015785180.2","LOC4339011"
"XM_015784680.2","LOC4339012"
"XM_015783144.2","LOC107280970"
"XM_015785065.2","LOC4339013"
"unassigned_transcript_317","TRNAR-CCG_4"
"unassigned_transcript_318","TRNAV-AAC_8"
"XM_015782119.2","LOC4339017"
"XM_015782120.2","LOC4339017"
"XM_015782837.2","LOC4339018"
"XM_015782839.2","LOC4339018"
"XM_015782838.2","LOC4339018"
"XM_015782433.2","LOC4339019"
"XM_015782432.2","LOC4339019"
"XM_026025655.1","LOC4339019"
"XM_015783392.2","LOC107278211"
"XM_015782253.2","LOC4339020"
"XM_026025286.1","LOC107277826"
"XM_015785253.2","LOC4339021"
"XM_015785254.2","LOC4339021"
"XM_015784613.2","LOC4339022"
"XM_015782889.2","LOC4339023"
"XM_026025328.1","LOC4339024"
"XM_026025329.1","LOC4339024"
"XM_015783306.2","LOC4339025"
"XM_015783339.2","LOC107276084"
"XM_015784240.2","LOC4339026"
"XM_015784239.2","LOC4339026"
"XM_015782303.2","LOC4339027"
"XM_026025588.1","LOC9270017"
"XM_015784654.2","LOC9270017"
"XM_026025589.1","LOC9270017"
"XM_015784652.2","LOC9270017"
"XM_026025590.1","LOC9270017"
"XM_015784656.2","LOC9270017"
"XM_026025591.1","LOC9270017"
"XM_026025593.1","LOC9270017"
"XM_015782511.2","LOC4339029"
"XM_015782806.2","LOC4339030"
"XM_015785306.2","LOC9266884"
"XM_015785305.2","LOC9268510"
"XM_015783816.2","LOC4339033"
"XM_015783815.2","LOC4339033"
"XM_015783819.2","LOC9268669"
"XM_015783818.2","LOC9268669"
"XM_015783817.2","LOC9268669"
"XM_015784233.2","LOC4339037"
"XM_015784234.2","LOC4339037"
"XR_001545836.2","LOC4339038"
"XM_015782748.2","LOC4339038"
"XM_015782851.2","LOC4339039"
"XR_001545912.2","LOC4339040"
"XM_015783317.2","LOC4339041"
"XR_001546271.2","LOC4339042"
"XM_015785023.2","LOC4339042"
"XM_015783461.2","LOC4339043"
"unassigned_transcript_319","TRNAE-CUC_17"
"XM_015782560.2","LOC4339045"
"XR_003242203.1","LOC112938947"
"XR_003242565.1","LOC112939091"
"XM_015783391.2","LOC4339047"
"XM_015782753.2","LOC4339048"
"XM_015783823.2","LOC4339049"
"XM_015783822.2","LOC4339050"
"XM_015783820.2","LOC4339051"
"XM_026025546.1","LOC4339052"
"XM_026025548.1","LOC4339052"
"XM_026025547.1","LOC4339052"
"XM_026025551.1","LOC112936018"
"XM_026025550.1","LOC112936018"
"XM_026025549.1","LOC112936018"
"XM_015781896.2","LOC4339054"
"XM_015781897.2","LOC4339054"
"XM_015782510.2","LOC4339055"
"XM_026025341.1","LOC107278139"
"XR_001545843.2","LOC107280879"
"XM_015782274.2","LOC4339056"
"XM_015782750.2","LOC4339057"
"XM_015783386.2","LOC9266331"
"XM_015783387.2","LOC9266331"
"XM_015783533.2","LOC107276762"
"XM_015783260.2","LOC4339059"
"XM_015783552.2","LOC4339060"
"XM_026025762.1","LOC107281069"
"XM_015783618.2","LOC4339061"
"XM_015783615.2","LOC4339062"
"XM_015784075.2","LOC4339063"
"XM_015784074.2","LOC4339063"
"XM_015784076.2","LOC4339064"
"XM_015784077.2","LOC4339065"
"XM_015782375.2","LOC9267076"
"XR_003242563.1","LOC112939088"
"XM_026025881.1","LOC4339066"
"XM_015782255.2","LOC4339066"
"XM_026025879.1","LOC4339068"
"XM_015782259.2","LOC4339068"
"XM_015782012.2","LOC4339070"
"XM_015782672.2","LOC107277491"
"XR_003242558.1","LOC9268023"
"XR_001545811.2","LOC9268023"
"XR_001545812.2","LOC9268023"
"XM_015784174.1","LOC4339072"
"XM_015784175.2","LOC4339073"
"XM_015783149.1","LOC4339074"
"XM_015785107.2","LOC4339075"
"XM_015785106.2","LOC4339075"
"XM_015782344.2","LOC9266823"
"unassigned_transcript_320","TRNAG-UCC_3"
"XM_015782768.2","LOC107278201"
"XM_026025662.1","LOC4339078"
"XM_015782178.2","LOC4339078"
"XM_015782171.2","LOC4339079"
"XR_003242437.1","LOC4339080"
"XM_015782022.2","LOC4339080"
"XM_026025691.1","LOC4339082"
"XM_015782024.2","LOC4339082"
"XM_015782587.2","LOC4339083"
"XM_015782984.2","LOC4339084"
"XM_015782985.2","LOC4339084"
"XM_026025763.1","LOC9267291"
"XM_015784803.2","LOC4339086"
"XM_026025560.1","LOC4339087"
"XM_015784497.2","LOC4339087"
"XM_026025559.1","LOC4339087"
"XM_015784502.2","LOC4339087"
"XM_015784496.2","LOC4339087"
"XM_015784501.2","LOC4339087"
"XM_015784500.2","LOC4339087"
"XM_015784499.2","LOC4339087"
"XM_015784498.2","LOC4339087"
"XM_015783855.2","LOC4339088"
"XM_026025801.1","LOC4339089"
"XM_015783852.2","LOC107278649"
"XM_015783854.2","LOC4339090"
"XM_015783500.2","LOC4339091"
"XM_015782350.2","LOC4339092"
"XM_015785052.2","LOC4339093"
"XM_015784006.2","LOC4339094"
"XM_015784007.2","LOC4339095"
"XR_003242260.1","LOC112938981"
"XM_015782590.2","LOC4339096"
"XM_015783470.2","LOC4339097"
"XM_015782783.2","LOC4339098"
"XM_015781842.2","LOC4339099"
"XM_015781843.2","LOC107277347"
"XM_015781844.2","LOC4339100"
"XR_003242703.1","LOC112939161"
"XM_015782045.2","LOC4339101"
"XM_015783150.2","LOC107275372"
"XM_015782968.2","LOC4339103"
"XM_015784839.2","LOC4339104"
"XR_003242716.1","LOC112939174"
"XR_003242656.1","LOC112939114"
"XR_003242717.1","LOC112939175"
"XM_026025764.1","LOC112939065"
"XM_015782926.2","LOC4339105"
"XM_015782925.2","LOC4339105"
"XM_015785368.2","LOC4339106"
"XM_015783151.1","LOC4339107"
"XM_015782356.2","LOC4339108"
"XM_015782911.2","LOC4339109"
"XM_015785115.1","LOC4339110"
"XM_015782294.2","LOC4339111"
"XM_015783418.2","LOC107277067"
"XM_015783152.1","LOC107280976"
"XM_015782865.2","LOC107276131"
"XM_015783780.2","LOC107277720"
"XM_026025765.1","LOC112939066"
"XM_015783774.2","LOC4339112"
"XM_015783775.2","LOC4339112"
"XM_015783777.2","LOC4339113"
"XM_015783779.2","LOC4339114"
"XM_015783778.2","LOC4339114"
"XM_026025613.1","LOC4339114"
"XR_001545994.1","LOC107281090"
"XM_015783781.2","LOC4339115"
"unassigned_transcript_321","TRNAI-AAU_10"
"XM_015783784.2","LOC4339117"
"XM_026025614.1","LOC4339117"
"XM_015783782.2","LOC4339117"
"XM_015783785.2","LOC4339119"
"XM_015784780.2","LOC4339121"
"XM_015784779.2","LOC4339121"
"XM_026025633.1","LOC4339121"
"XR_003242375.1","LOC107281127"
"XR_003242374.1","LOC107281127"
"XM_026025635.1","LOC4339122"
"XM_015784781.2","LOC4339122"
"XM_026025634.1","LOC9267560"
"XM_015782401.2","LOC4339123"
"XM_015783999.2","LOC9272054"
"XM_015784001.2","LOC9272054"
"XM_015784002.2","LOC9272054"
"XM_015784003.2","LOC9272054"
"XM_015784000.1","LOC9272054"
"XM_026025318.1","LOC9272054"
"XM_026025319.1","LOC9272054"
"XM_015784005.2","LOC4339125"
"XM_015784004.2","LOC4339125"
"XM_026025439.1","LOC107281111"
"XM_026025447.1","LOC107281111"
"XM_026025440.1","LOC107281111"
"XM_026025438.1","LOC107281111"
"XM_026025446.1","LOC107281111"
"XM_026025450.1","LOC107281111"
"XM_026025441.1","LOC107281111"
"XM_026025444.1","LOC107281111"
"XM_026025448.1","LOC107281111"
"XM_026025442.1","LOC107281111"
"XM_026025445.1","LOC107281111"
"XM_026025449.1","LOC107281111"
"XM_015784273.2","LOC4339126"
"XM_015784274.2","LOC4339126"
"XM_015781871.2","LOC4339127"
"XM_015783154.2","LOC4339128"
"XM_015782101.2","LOC9270641"
"XM_015782098.2","LOC9270641"
"XM_015782100.2","LOC9270641"
"XM_015782099.2","LOC9270641"
"XM_015782102.2","LOC9270641"
"XM_015782103.2","LOC9270641"
"XM_015782757.2","LOC4339130"
"XM_015782437.2","LOC4339131"
"XM_015782438.2","LOC107278337"
"XM_015784346.2","LOC4339132"
"XM_015784345.2","LOC4339133"
"XM_015783155.2","LOC107280978"
"XM_026025766.1","LOC107280979"
"XM_015783157.2","LOC107280980"
"XM_015783159.2","LOC107280981"
"XM_015783160.2","LOC107280982"
"XR_001545863.2","LOC107276934"
"XR_001545862.2","LOC107276934"
"XM_015783638.1","LOC4339134"
"XM_015783162.2","LOC107280984"
"XM_015783163.2","LOC107280985"
"XM_015783164.2","LOC107280986"
"XM_015783598.2","LOC4339135"
"XM_015782780.2","LOC4339136"
"XM_015783423.2","LOC4339137"
"XR_003242229.1","LOC112938963"
"XM_015782603.2","LOC4339138"
"XM_015783165.1","LOC107275603"
"XM_015782357.2","LOC4339139"
"XM_015782358.2","LOC4339139"
"XM_026025768.1","LOC107277766"
"XM_015782961.2","LOC4339141"
"XM_015782960.2","LOC4339141"
"XM_015782959.2","LOC4339141"
"XM_015784694.2","LOC4339142"
"XR_003242417.1","LOC112939035"
"XM_015782297.1","LOC4339143"
"XM_026025875.1","LOC4339143"
"XM_026025902.1","LOC4339144"
"XM_026025903.1","LOC4339144"
"XM_026025901.1","LOC4339144"
"XM_015782728.2","LOC4339144"
"XM_015782729.2","LOC4339144"
"XM_015782730.2","LOC4339144"
"XR_003242660.1","LOC112939118"
"XM_026025289.1","LOC107276010"
"XM_015785370.2","LOC4339145"
"XM_015783592.2","LOC107276013"
"XM_015782714.2","LOC4339146"
"XR_001546173.2","LOC9269753"
"XR_001546174.2","LOC9269753"
"XM_015782613.2","LOC4339148"
"XM_015782542.2","LOC4339149"
"XM_015782543.2","LOC4339149"
"XM_015784932.2","LOC4339150"
"XM_015784929.2","LOC4339151"
"XM_015784930.2","LOC4339151"
"XM_015784927.2","LOC4339151"
"XM_015784928.2","LOC4339151"
"XM_015784931.2","LOC4339151"
"XR_001546251.1","LOC107281137"
"XM_015781972.2","LOC4339152"
"XM_015782458.2","LOC4339153"
"XM_026025769.1","LOC4339154"
"XM_015782409.2","LOC4339156"
"XM_015783245.2","LOC107277267"
"XM_015783246.1","LOC4339157"
"XM_015783249.2","LOC4339158"
"XM_015783247.2","LOC4339158"
"XM_015783250.2","LOC4339158"
"XR_001545891.2","LOC4339159"
"XM_015783251.2","LOC4339159"
"XM_015783252.2","LOC4339159"
"XM_015783254.2","LOC4339160"
"XM_015783253.2","LOC4339162"
"XM_015783255.2","LOC4339163"
"XM_015783256.2","LOC4339164"
"XM_015782354.2","LOC4339165"
"XM_015782551.2","LOC4339166"
"XM_015782550.2","LOC4339166"
"XM_015782552.2","LOC4339166"
"XM_015782549.2","LOC4339166"
"XM_015782548.2","LOC4339166"
"XM_026025770.1","LOC4339167"
"XM_015784352.2","LOC4339168"
"XM_015784353.2","LOC4339168"
"XM_015782167.1","LOC4339169"
"XM_015783671.2","LOC4339170"
"XM_026025601.1","LOC4339171"
"XM_015783672.2","LOC4339171"
"XM_015783674.2","LOC4339171"
"XM_026025600.1","LOC4339171"
"XM_015783675.1","LOC4339172"
"XM_015783665.2","LOC4339173"
"XM_015783664.2","LOC4339173"
"XM_015783670.2","LOC4339174"
"XM_015783666.2","LOC4339175"
"XM_015783667.1","LOC4339175"
"XM_015783669.2","LOC4339175"
"XM_015783668.2","LOC4339175"
"XM_015783168.2","LOC4339177"
"XM_026025663.1","LOC4339177"
"XM_015783663.2","LOC107276263"
"XM_026025664.1","LOC107276263"
"XM_015785220.2","LOC4339179"
"XR_001546186.2","LOC4339180"
"XM_015784720.1","LOC4339181"
"unassigned_transcript_322","TRNAG-GCC_15"
"XR_003242293.1","LOC112939001"
"XM_026025435.1","LOC112939001"
"XM_015782904.2","LOC4339183"
"XM_015783218.2","LOC107276634"
"XM_015782749.2","LOC4339185"
"XM_015783454.2","LOC4339186"
"XM_015782539.2","LOC4339187"
"XM_015784465.2","LOC4339188"
"XM_015783826.2","LOC4339189"
"XM_015783827.2","LOC4339190"
"XM_015783824.2","LOC4339191"
"XM_015783825.2","LOC9268106"
"XM_015782774.2","LOC107278338"
"XM_015783221.2","LOC9270554"
"XM_015783223.2","LOC107277686"
"XM_015783226.2","LOC107277686"
"XM_015783224.2","LOC107277686"
"XM_015783227.2","LOC107277686"
"XM_015783225.2","LOC107277686"
"XM_015783222.2","LOC4339195"
"XM_026025397.1","LOC4339196"
"XM_026025396.1","LOC4339196"
"XM_026025395.1","LOC4339196"
"XM_026025394.1","LOC4339196"
"XM_015783228.2","LOC4339196"
"XR_001546190.2","LOC4339199"
"XR_001546188.2","LOC4339199"
"XR_001546189.2","LOC4339199"
"XM_015784736.2","LOC4339199"
"XM_026025649.1","LOC4339199"
"XM_015782379.2","LOC4339200"
"XM_015783925.2","LOC4339201"
"XM_015783927.1","LOC4339202"
"XM_015783926.2","LOC4339203"
"XM_015783924.2","LOC4339204"
"XM_015783169.1","LOC107280987"
"XM_015781908.2","LOC4339205"
"XM_015781907.2","LOC4339206"
"XM_015782485.2","LOC9267154"
"XM_015782903.2","LOC4339208"
"XM_015782052.2","LOC4339209"
"XR_001546191.2","LOC4339210"
"XR_003242345.1","LOC4339210"
"XR_001546193.2","LOC4339210"
"XR_003242344.1","LOC4339210"
"XR_001546192.2","LOC4339210"
"XR_003242346.1","LOC4339210"
"XM_015784737.2","LOC4339210"
"XM_015785121.2","LOC9272357"
"XM_015785122.2","LOC9268339"
"XM_015785116.2","LOC4339212"
"XM_015783170.1","LOC107280988"
"XM_015783636.2","LOC4339214"
"XM_015783878.2","LOC4339215"
"XM_015783876.2","LOC4339215"
"XM_015783880.2","LOC4339216"
"XM_015783879.2","LOC4339217"
"XM_015784762.2","LOC4339218"
"XM_015784763.2","LOC4339218"
"XM_015782608.2","LOC4339220"
"XM_015783656.2","LOC4339221"
"XM_015783655.2","LOC4339222"
"XM_015783658.2","LOC4339223"
"XM_015783657.2","LOC4339224"
"XM_015783659.2","LOC4339225"
"XM_015783172.1","LOC107280990"
"XM_015783660.2","LOC4339226"
"XM_015783661.2","LOC4339227"
"XM_015782461.1","LOC4339230"
"XM_015782462.2","LOC9272665"
"XM_015782765.2","LOC4339231"
"XM_015783230.2","LOC4339232"
"XM_015782882.2","LOC4339233"
"XM_015782883.2","LOC4339233"
"XM_015782624.2","LOC4339234"
"XR_003242276.1","LOC112938991"
"XM_015782678.2","LOC4339235"
"XM_015782679.2","LOC4339235"
"XM_015782073.2","LOC4339236"
"XM_026025819.1","LOC4339236"
"XM_015785206.2","LOC9268872"
"XM_015785204.2","LOC4339237"
"XM_015785205.1","LOC4339237"
"XM_015782340.2","LOC4339238"
"XM_015782341.2","LOC4339238"
"XM_026025658.1","LOC4339239"
"XM_015781828.2","LOC4339239"
"XM_015783619.2","LOC107278385"
"XM_015782309.2","LOC4339240"
"unassigned_transcript_323","TRNAD-GUC_11"
"XM_015782820.2","LOC4339242"
"XM_026025326.1","LOC4339242"
"XM_015782821.2","LOC4339242"
"unassigned_transcript_324","TRNAD-GUC_12"
"unassigned_transcript_325","TRNAD-GUC_13"
"XM_015782421.2","LOC4339245"
"XM_015782420.2","LOC4339245"
"XM_015783517.2","LOC107277103"
"XM_015781917.2","LOC4339246"
"XM_015781910.2","LOC4339247"
"XM_015783388.2","LOC107277244"
"XM_015784706.1","LOC4339248"
"XM_015784735.2","LOC9272016"
"XR_003242258.1","LOC112938979"
"XR_003242257.1","LOC112938979"
"XR_001545822.2","LOC107280869"
"XM_015782611.2","LOC107280869"
"XM_015782610.2","LOC107280869"
"XM_015783431.2","LOC4339250"
"XR_003242251.1","LOC112938975"
"XM_015782413.2","LOC4339251"
"XM_015783173.1","LOC4339252"
"XM_015783842.2","LOC9268124"
"XM_015783402.2","LOC4339257"
"XM_015782486.2","LOC9269310"
"XR_001545800.2","LOC4339259"
"XM_015782487.2","LOC4339260"
"XM_026025718.1","LOC112939052"
"XM_015785315.2","LOC4339261"
"XM_015785313.2","LOC4339262"
"XR_003242629.1","LOC112939102"
"XM_026025935.1","LOC4339265"
"XM_015784490.2","LOC4339265"
"XM_015784488.2","LOC4339266"
"XM_015784489.2","LOC4339266"
"XM_015785310.2","LOC4339267"
"XM_015785309.2","LOC107278635"
"XM_015784027.2","LOC4339268"
"XM_015784373.1","LOC4339269"
"XM_015784374.1","LOC4339269"
"XM_015784375.2","LOC4339270"
"XR_001546119.2","LOC107281115"
"XR_003242307.1","LOC112939010"
"XR_001545906.2","LOC107281025"
"XM_026025422.1","LOC107281025"
"XM_015782046.2","LOC4339271"
"XM_015784723.2","LOC9272465"
"XM_015784726.2","LOC4339273"
"XM_015784725.2","LOC4339273"
"XM_015782337.2","LOC4339274"
"XM_015782342.1","LOC4339275"
"XR_003242476.1","LOC112939054"
"XM_015782681.2","LOC4339276"
"XM_015781975.2","LOC4339277"
"XM_015781974.2","LOC4339278"
"XR_001546207.1","LOC4339279"
"XR_001546206.1","LOC4339279"
"XM_015784799.1","LOC4339279"
"XM_015781847.2","LOC4339280"
"XM_015782946.2","LOC4339281"
"XM_015785336.2","LOC4339282"
"XM_015781854.2","LOC4339283"
"XM_015781853.1","LOC4339284"
"XM_015781852.1","LOC9271549"
"unassigned_transcript_326","TRNAD-GUC_14"
"unassigned_transcript_327","TRNAD-GUC_15"
"XM_015785059.1","LOC4339287"
"XM_015784849.2","LOC4339288"
"XM_015784846.2","LOC4339288"
"XM_015782635.2","LOC4339289"
"unassigned_transcript_328","TRNAM-CAU_22"
"XM_015782565.2","LOC4339291"
"XM_015782566.2","LOC4339291"
"XM_015782755.2","LOC4339293"
"XM_015782756.2","LOC4339293"
"XM_015782754.2","LOC4339293"
"XM_026025407.1","LOC112938992"
"XR_001545940.2","LOC107281048"
"XR_001545941.2","LOC107281049"
"XM_015783282.2","LOC9267896"
"XM_015782137.2","LOC4339294"
"XM_015783413.2","LOC107278630"
"XM_015784630.2","LOC9266334"
"XM_015784632.2","LOC4339296"
"XM_015784631.1","LOC4339297"
"XM_015782482.2","LOC4339298"
"XM_015782072.2","LOC4339299"
"XM_015783261.2","LOC4339300"
"XM_015783263.2","LOC4339301"
"XM_015783262.2","LOC4339301"
"XM_015783268.2","LOC4339303"
"XM_015783265.1","LOC9271764"
"XM_015783273.2","LOC4339304"
"XM_015783269.2","LOC4339305"
"XM_015783271.2","LOC4339305"
"XR_003242492.1","LOC4339306"
"XR_003242490.1","LOC4339306"
"XR_001545894.1","LOC4339306"
"XR_003242491.1","LOC4339306"
"XR_001545893.1","LOC4339306"
"XR_003242489.1","LOC4339306"
"XR_003242488.1","LOC4339306"
"XR_003242487.1","LOC4339306"
"XM_015783267.1","LOC4339306"
"XM_026025816.1","LOC4339306"
"XM_015783272.1","LOC4339307"
"XM_015782970.2","LOC4339308"
"XM_015782969.2","LOC4339308"
"XM_015783175.2","LOC4339309"
"XM_015783335.2","LOC4339310"
"XR_001545745.2","LOC4339312"
"XM_015782234.2","LOC4339312"
"XM_015782233.2","LOC4339312"
"XM_015782173.2","LOC4339313"
"XM_015782901.2","LOC4339314"
"XM_015783065.2","LOC4339315"
"XM_015784923.2","LOC4339316"
"XM_026025646.1","LOC112939030"
"XM_015782952.2","LOC4339317"
"XM_015782954.2","LOC4339317"
"unassigned_transcript_329","TRNAR-ACG_12"
"XM_015783406.2","LOC4339319"
"XR_001546105.2","LOC4339320"
"XM_015784252.2","LOC4339320"
"XM_015784251.2","LOC9271877"
"XR_003242206.1","LOC112938949"
"XM_015784253.2","LOC4339322"
"XM_015782162.2","LOC4339323"
"XM_015782161.2","LOC4339324"
"XM_015784948.2","LOC4339325"
"XM_026025680.1","LOC4339325"
"unassigned_transcript_330","TRNAA-AGC_6"
"XM_026025454.1","LOC107277192"
"XM_015784527.1","LOC4339327"
"XM_015783382.2","LOC4339328"
"XM_015781954.2","LOC4339329"
"XR_003242295.1","LOC4339330"
